"","LocationAbbr","Income","perc_strength","propstrength","adjstrength","perc_cardio","propcardio","adjcardio","perc_obese","prop_obese","adjobese","perc_excer","prop_excer","adjexcer","perc_fruit","prop_fruit","adjfruit","perc_veg","prop_veg","adjveg"
"98","MA","$35,000 - $49,999",31,0.132238547968885,4.09939498703544,48.5,0.131893220934317,6.39682121531437,27.4,0.133475619766869,3.65723198161221,18.8,0.131033249910619,2.46342509831963,34.4,0.132197614991482,4.54759795570698,28.3,0.131692947496101,3.72691041413966
"99","MA","$50,000 - $74,999",32.5,0.152636127917027,4.96067415730337,53.1,0.152792413066386,8.11327713382508,26.8,0.151863405023806,4.06993925463799,21.3,0.152306042188059,3.24411869860565,30.4,0.154003407155026,4.68170357751278,13.9,0.155605614278288,2.1629180384682
"100","MA","$75,000 or greater",38.6,0.456871218668971,17.6352290406223,61.2,0.457674745345978,28.0096944151739,19.3,0.450172385486784,8.68832703989493,27.4,0.45977833392921,12.5979263496603,32.2,0.457410562180579,14.7286201022147,11.1,0.459192514295616,5.09703690868134
"101","MD","$15,000 - $24,999",28.2,0.123455323193916,3.48144011406844,48.1,0.123226197695573,5.92718010915707,29.2,0.12806916426513,3.73961959654179,18.4,0.121532040265161,2.23618954087896,37.3,0.125103074567087,4.66634468135234,27.3,0.122685461713057,3.34931310476646
"102","MD","$25,000 - $34,999",30,0.0906606463878327,2.71981939163498,49.3,0.0904790782292298,4.46061855670103,33.7,0.0942939481268012,3.1777060518732,16.8,0.0902283329241345,1.51583599312546,29.1,0.0901166215101897,2.62239368594652,23.8,0.088042049934297,2.09540078843627
"103","MD","$35,000 - $49,999",28,0.134030418250951,3.75285171102662,53.8,0.135718617343845,7.30166161309885,36.4,0.136945244956772,4.98480691642651,19.9,0.135281119567886,2.69209427940093,35.7,0.133113440923548,4.75214984097067,23.6,0.133317405327918,3.14629076573886
"104","MD","$50,000 - $74,999",35.3,0.163616920152091,5.77567728136882,50.6,0.162886597938144,8.2420618556701,32.7,0.161268011527378,5.27346397694525,23.1,0.164006874539651,3.78855880186595,35.9,0.16327011426552,5.86139710213217,16.2,0.163421335563254,2.64742563612472
"105","MD","$75,000 or greater",37.4,0.488236692015209,18.2600522813688,59.7,0.487689508793208,29.1150636749545,24,0.479423631123919,11.5061671469741,27.5,0.488951632703167,13.4461698993371,34,0.488396748733655,16.6054894569443,15.1,0.492533747461474,7.43725958666826
"106","ME","$15,000 - $24,999",25.9,0.188437775816417,4.88053839364519,46.8,0.186764048293337,8.74055746012819,33.4,0.190689605320226,6.36903281769553,16.2,0.186636636636637,3.02351351351351,42.5,0.188249049985384,8.00058462437884,24.7,0.188247453122693,4.64971209213052
"107","ME","$25,000 - $34,999",25.9,0.12606649014416,3.26512209473375,52,0.12624832314801,6.56491280369653,30.2,0.126355356368368,3.81593176232471,17.7,0.125525525525526,2.2218018018018,32.1,0.12540192926045,4.02540192926045,20.7,0.125498302081795,2.59781485309316
"108","ME","$35,000 - $49,999",24.3,0.172844954398352,4.20013239187996,54.6,0.17111342972127,9.34279326278134,30.3,0.173485615151077,5.25661413907763,16.1,0.171171171171171,2.75585585585586,37.5,0.173779596609179,6.5167348728442,15.8,0.173482946995423,2.74103056252768
"109","ME","$50,000 - $74,999",31.1,0.199764636657841,6.21268020005884,58.8,0.201222238783723,11.8318676404829,30.1,0.198641029347983,5.9790949833743,22.3,0.201351351351351,4.49013513513514,33.2,0.200818474130371,6.66717334112833,14.3,0.201535508637236,2.88195777351248
"110","ME","$75,000 or greater",34.2,0.31288614298323,10.7007060900265,61.9,0.314651960053659,19.4769563273215,24.7,0.310828393812346,7.67746132716496,24.1,0.315315315315315,7.5990990990991,27.4,0.311750950014616,8.54197603040047,10.1,0.311235789162852,3.14348147054481
"111","MI","$15,000 - $24,999",24.4,0.162955945049739,3.97612505921364,50.9,0.161811779769526,8.23621959026888,36.2,0.164511606169185,5.95532014332451,15.9,0.161695953570853,2.57096566177656,44.1,0.161437805454832,7.1194072205581,28.4,0.161423578010804,4.58442961550683
"112","MI","$25,000 - $34,999",25.8,0.120953734407074,3.12060634770251,45,0.119718309859155,5.38732394366197,36.1,0.123227917121047,4.44852780806979,15.9,0.11881347734967,1.88913428985975,42,0.12218193283935,5.13164117925272,29.7,0.121067683508103,3.59571020019066
"113","MI","$35,000 - $49,999",26.9,0.164850781620085,4.43448602558029,51.2,0.164532650448143,8.42407170294494,34,0.163576881134133,5.56161395856052,17.5,0.164758987586652,2.8832822827664,37.3,0.163487308844395,6.09807661989595,23.4,0.163806800127105,3.83307912297426
"114","MI","$50,000 - $74,999",31,0.187588820464235,5.81525343439128,53.9,0.18854033290653,10.162323943662,33.5,0.186477644492912,6.24700109051254,21.6,0.188134773496695,4.06371110752861,39.1,0.188554311839823,7.3724735929371,22.9,0.188433428662218,4.31512551636479
"115","MI","$75,000 or greater",34.9,0.363650718458866,12.6914100742144,58.9,0.365396927016645,21.5218790012804,27,0.362205951082723,9.77956067923353,24,0.366596807996131,8.79832339190714,36.4,0.364338641021599,13.2619265331862,17.8,0.36526850969177,6.5017794725135
"116","MN","$15,000 - $24,999",28.5,0.135786494136676,3.86991508289527,48.9,0.134935608235584,6.59835124272004,31.1,0.136979709680006,4.2600689710482,18.2,0.13432340496142,2.44468597029785,44.2,0.135132957292506,5.97287671232877,28.5,0.13314262362076,3.79456477319166
"117","MN","$25,000 - $34,999",30,0.110068742418116,3.30206227254347,50.1,0.108768763842179,5.44931506849315,29.9,0.11011308043949,3.29238110514075,19.3,0.108354766448187,2.09124699245001,40.5,0.10870265914585,4.40245769540693,26.9,0.108377605230895,2.91535758071107
"118","MN","$35,000 - $49,999",28.2,0.157864941366761,4.45179134654266,54.5,0.157821343614142,8.60126322697072,26.5,0.158392814179164,4.19740957574785,19.7,0.157803036588401,3.1087198207915,40,0.159226430298147,6.36905721192587,25.4,0.158479771148345,4.02538618716796
"119","MN","$50,000 - $74,999",30.9,0.194904973716134,6.02256368782855,56.1,0.195143958658026,10.9475760807153,29.3,0.194161520571016,5.68893255273077,20.7,0.195387040570812,4.04451173981581,35.6,0.194278807413376,6.9163255439162,20.5,0.195422966898243,4.00617082141398
"120","MN","$75,000 or greater",36.9,0.401374848362313,14.8107319045693,61.1,0.40333032565007,24.6434828972193,23.2,0.400352875130323,9.2881867030235,26.8,0.404131751431179,10.8307309383556,32.2,0.402659145850121,12.9656244963739,16.1,0.404577033101757,6.51369023293829
"121","MO","$15,000 - $24,999",24.6,0.189738219895288,4.66756020942408,46.9,0.187766410912191,8.80624467178176,34.5,0.19118252987227,6.59579728059333,18.5,0.187258687258687,3.46428571428571,47.7,0.187408491947291,8.9393850658858,28.3,0.187592631801821,5.30887147999153
"122","MO","$25,000 - $34,999",25.1,0.13717277486911,3.44303664921466,45,0.137468030690537,6.18606138107417,32,0.139678615574784,4.46971569839308,15.4,0.136851136851137,2.10750750750751,44.3,0.136791466220456,6.0598619535662,26.3,0.136777471945797,3.59724751217447
"123","MO","$35,000 - $49,999",24.2,0.181151832460733,4.38387434554974,49.6,0.179454390451833,8.90093776641091,31.9,0.179439637412443,5.72412443345694,15.6,0.18018018018018,2.81081081081081,45.6,0.180506170257268,8.23108136373144,23.6,0.181240736819818,4.2772813889477
"124","MO","$50,000 - $74,999",35.1,0.183664921465969,6.4466387434555,49.6,0.186700767263427,9.26035805626598,31.8,0.184590028842192,5.86996291718171,22.6,0.186186186186186,4.20780780780781,45.7,0.186153524367287,8.50721606358502,20.7,0.184840143976286,3.82619098030913
"125","MO","$75,000 or greater",37.2,0.308272251308901,11.4677277486911,57.5,0.308610400682012,17.7450980392157,33.4,0.305109188298311,10.1906468891636,24,0.30952380952381,7.42857142857143,37.4,0.309140347207697,11.5618489855679,14,0.309549015456278,4.33368621638789
"126","MS","$15,000 - $24,999",23,0.293994230264883,6.76186729609232,36.7,0.291790040376851,10.7086944818304,40.1,0.296325254104769,11.8826426896013,13.5,0.290549688600054,3.92242079610073,52.4,0.292101740294511,15.3061311914324,37.3,0.290305157980016,10.8283823926546
"127","MS","$25,000 - $34,999",27,0.156307369525308,4.22029897718332,38,0.156662180349933,5.95316285329744,36.5,0.157414646859526,5.74563461037269,16.5,0.156783103168156,2.58692120227457,55.1,0.157161981258367,8.65962516733601,37.2,0.15527950310559,5.77639751552795
"128","MS","$35,000 - $49,999",30.4,0.159192237083661,4.8394440073433,43,0.158546433378196,6.81749663526245,35.8,0.158717748240813,5.68209538702111,22.6,0.158678581099377,3.58613593284593,48.8,0.159303882195448,7.77402945113788,25.4,0.159600324061572,4.05384823116392
"129","MS","$50,000 - $74,999",30.1,0.152897980592709,4.60222921584055,44.6,0.153162853297443,6.83106325706595,35.2,0.150377899400573,5.29330205890018,17.8,0.153804494990523,2.7377200108313,47.7,0.152074966532798,7.25397590361446,22.8,0.154469349176344,3.52190116122063
"130","MS","$75,000 or greater",33,0.237608182533438,7.84107002360346,46.6,0.239838492597577,11.1764737550471,30.5,0.237164451394318,7.23351576752671,18.2,0.24018413214189,4.3713512049824,47.2,0.239357429718875,11.2976706827309,20.1,0.240345665676479,4.83094788009722
"131","MT","$15,000 - $24,999",26.6,0.191684284707541,5.09880197322058,54.1,0.192546583850932,10.4167701863354,26.9,0.192874109263658,5.1883135391924,16.6,0.191346153846154,3.17634615384615,49.6,0.190284360189573,9.43810426540284,21.4,0.188864890808735,4.04170866330694
"132","MT","$25,000 - $34,999",27.4,0.145172656800564,3.97773079633545,60.1,0.144290492116579,8.6718585762064,24.9,0.145130641330166,3.61375296912114,20.2,0.144230769230769,2.91346153846154,40.3,0.14478672985782,5.83490521327014,21.9,0.144468442524598,3.1638588912887
"133","MT","$35,000 - $49,999",33.7,0.188865398167724,6.36476391825229,57.3,0.186813186813187,10.7043956043956,25.1,0.18978622327791,4.76363420427553,26,0.1875,4.875,42.3,0.189099526066351,7.99890995260663,21.4,0.187904967602592,4.02116630669546
"134","MT","$50,000 - $74,999",33.5,0.187690862109467,6.28764388066714,59.6,0.188007644529384,11.2052556139513,24.2,0.185510688836105,4.48935866983373,27.5,0.188221153846154,5.17608173076923,36.3,0.18696682464455,6.78689573459716,15,0.188144948404128,2.82217422606192
"135","MT","$75,000 or greater",41.3,0.286586798214705,11.8360347662673,68.2,0.288342092689919,19.6649307214525,19.8,0.286698337292162,5.6766270783848,33.6,0.288701923076923,9.70038461538461,32.5,0.288862559241706,9.38803317535545,12.2,0.290616750659947,3.54552435805136
"136","NC","$15,000 - $24,999",25.7,0.22965967996394,5.90225377507325,43,0.228854574786817,9.84074671583314,35.6,0.231718464351005,8.2491773308958,15.8,0.228041714947856,3.60305909617613,45.6,0.229560464586655,10.4679571851514,26.2,0.22561964327079,5.9112346536947
"137","NC","$25,000 - $34,999",25.5,0.124633761550597,3.17816091954023,45.3,0.124452638856879,5.63770454021664,37.3,0.123171846435101,4.59430987202925,16.8,0.123986095017381,2.082966396292,42.4,0.125256205875655,5.31086312912776,22.1,0.127403289321288,2.81561269400046
"138","NC","$35,000 - $49,999",30.7,0.158891142663962,4.87795807978364,49.5,0.158100944918184,7.8259967734501,30,0.159277879341865,4.77833638025594,21.5,0.158285052143685,3.40312862108922,46.4,0.157822819403325,7.32297882031428,24.3,0.157516794069956,3.82765809589993
"139","NC","$50,000 - $74,999",30.7,0.177146720757268,5.43840432724814,48.9,0.177690712145656,8.68907582392256,28.7,0.17573126142596,5.04348720292505,18.2,0.177983777520278,3.23930475086906,45.2,0.17695285811888,7.99826918697336,16.8,0.176511466296039,2.96539263377345
"140","NC","$75,000 or greater",39.8,0.309668695064233,12.3248140635565,58.3,0.310901129292464,18.1255358377506,23.6,0.310100548446069,7.31837294332724,28.2,0.3117033603708,8.79003476245655,37.3,0.310407652015486,11.5782054201776,12.5,0.312948807041927,3.91186008802409
"141","ND","$15,000 - $24,999",22.8,0.132246860806839,3.01522842639594,41.3,0.130858845841235,5.40447033324302,35,0.136435331230284,4.77523659305994,11.8,0.129624554672513,1.52956974513565,49.2,0.133404198777571,6.5634865798565,37.8,0.131853436747794,4.9840599090666
"142","ND","$25,000 - $34,999",25.7,0.106331819396206,2.7327277584825,39.8,0.106475209970198,4.23771335681387,34.7,0.10515247108307,3.64879074658255,13.5,0.106056453822965,1.43176212661003,44.4,0.106829657188414,4.74323677916556,29.1,0.106713024872961,3.10534902380316
"143","ND","$35,000 - $49,999",25.2,0.170985840235106,4.30884317392466,43.6,0.172311026821999,7.51276076943918,30.3,0.171135646687697,5.18541009463722,16.5,0.171553850369964,2.83063853110441,40.9,0.169811320754717,6.94528301886792,29.6,0.170633859320674,5.05076223589195
"144","ND","$50,000 - $74,999",27.4,0.194496393267433,5.32920117552765,48.7,0.195340016255757,9.51305879165538,30.7,0.191640378548896,5.8833596214511,18.8,0.195670046588106,3.6785968758564,37,0.193196917353176,7.1482859420675,23.4,0.195239368815191,4.56860123027547
"145","ND","$75,000 or greater",29.9,0.395939086294416,11.838578680203,53.1,0.39501490111081,20.975291248984,31.2,0.395636172450053,12.3438485804416,21.6,0.397095094546451,8.57725404220334,37.9,0.396757905926123,15.0371246346001,21.2,0.395560310243381,8.38587857715967
"146","NE","$15,000 - $24,999",29.3,0.174007444168734,5.09841811414392,46.3,0.174011564306923,8.05673542741053,34.5,0.176121221350796,6.07618213660245,18.3,0.173073893177879,3.16725224515519,42.2,0.174191063174114,7.35086286594761,27.1,0.171843296394568,4.65695333229281
"147","NE","$25,000 - $34,999",26,0.137251861042184,3.56854838709677,48.3,0.136505704016253,6.593225503985,36.5,0.135079570547476,4.93040432498287,17.4,0.136521191113912,2.37546872538207,43.4,0.136440677966102,5.92152542372881,28.9,0.136881535820197,3.95587638520368
"148","NE","$35,000 - $49,999",29.3,0.183235111662531,5.36878877171216,49.8,0.183153617752774,9.12105016408814,33.3,0.182288890580979,6.07022005634661,20,0.18299984244525,3.65999684890499,41.4,0.183359013867488,7.59106317411402,25.2,0.183393163727173,4.62150772592477
"149","NE","$50,000 - $74,999",33.2,0.196495037220844,6.52363523573201,50.4,0.197452726988592,9.95161744022504,33.1,0.196070966268179,6.48994898347674,23.3,0.197652434220892,4.60530171734678,42.3,0.196379044684129,8.30683359013867,23.7,0.197674418604651,4.68488372093023
"150","NE","$75,000 or greater",37.3,0.309010545905707,11.5260933622829,59.5,0.308876386935459,18.3781450226598,27.9,0.31043935125257,8.6612578999467,27.8,0.309752639042067,8.61112336536947,36.2,0.309630200308166,11.2086132511556,16.8,0.31020758545341,5.21148743561729
"151","NH","$15,000 - $24,999",21.7,0.144119503471492,3.12739322533137,44.3,0.142094017094017,6.29476495726496,29.7,0.143242122719735,4.25429104477612,12.8,0.141813493768801,1.81521272024065,39.7,0.141542964666527,5.61925569726113,25.1,0.141033822590938,3.53994894703255
"152","NH","$25,000 - $34,999",27.3,0.100778455712182,2.75125184094256,46.9,0.1,4.69,27.2,0.105928689883914,2.88126036484245,14.6,0.0999140524280189,1.45874516544908,36.4,0.101609868283504,3.69859920551955,19.7,0.0995532865347798,1.96119974473516
"153","NH","$35,000 - $49,999",30.3,0.153376814643383,4.64731748369451,59.1,0.152564102564103,9.01653846153846,29.9,0.154228855721393,4.61144278606965,21.3,0.152342071336485,3.24488611946713,29.7,0.154923688061886,4.60123353543801,17.7,0.154435226547543,2.73350350989151
"154","NH","$50,000 - $74,999",29,0.187670944666526,5.44245739532927,57.7,0.18974358974359,10.9482051282051,30.2,0.186359867330017,5.6280679933665,21,0.18972926514826,3.98431456811345,36.1,0.186702906125862,6.73997491114363,16,0.186981493299298,2.99170389278877
"155","NH","$75,000 or greater",38.2,0.414054281506417,15.8168735535451,64.2,0.415598290598291,26.6814102564103,22.8,0.410240464344942,9.35348258706468,29,0.416201117318436,12.0698324022346,29.9,0.41522057286222,12.4150951285804,12.6,0.417996171027441,5.26675175494576
"156","NJ","$15,000 - $24,999",23.9,0.158279732627065,3.78288560978686,39.6,0.158811475409836,6.28893442622951,31.5,0.158825743319533,5.0030109145653,16.2,0.157491560633602,2.55136328226435,41.3,0.156729559748428,6.47293081761006,29,0.155979643765903,4.5234096692112
"157","NJ","$25,000 - $34,999",25.4,0.0937066464875772,2.38014882078446,42.6,0.0925973360655738,3.94464651639344,32,0.094718354033371,3.03098732906787,14.1,0.0920540119449494,1.29796156842379,40.6,0.0933333333333333,3.78933333333333,27.4,0.0928753180661578,2.54478371501272
"158","NJ","$35,000 - $49,999",30,0.128767814352377,3.86303443057132,47.8,0.127689549180328,6.10356045081967,27,0.128465688119433,3.46857357922469,21.7,0.128408205660867,2.78645806284082,34.4,0.129056603773585,4.43954716981132,22.7,0.127989821882952,2.905368956743
"159","NJ","$50,000 - $74,999",32.4,0.159919283642326,5.18138479001135,49.4,0.159579918032787,7.88324795081967,26.4,0.157571195583992,4.15987956341739,20.9,0.159698779537782,3.33770449233965,33.6,0.158238993710692,5.31683018867925,24.6,0.15852417302799,3.89969465648855
"160","NJ","$75,000 or greater",38.1,0.459326522890655,17.5003405221339,55.6,0.461321721311475,25.649487704918,22.9,0.460419018943671,10.5435955338101,25.5,0.462347442222799,11.7898597766814,34.1,0.462641509433962,15.7760754716981,16.3,0.464631043256997,7.57348600508906
"161","NM","$15,000 - $24,999",29.3,0.245186988271742,7.18397875636203,49.2,0.245152663249387,12.0615110318698,33.5,0.246998284734134,8.27444253859348,17.9,0.243376740008981,4.35644364616075,44.9,0.246313009024873,11.0594541052168,22.7,0.245278826927349,5.56782937125083
"162","NM","$25,000 - $34,999",30.3,0.139411374197831,4.22416463819429,53.6,0.139068419879652,7.45406730554936,33.2,0.141080617495712,4.68387650085763,21.4,0.138751683879659,2.9692860350247,45.5,0.139995597622716,6.36979969183359,25.4,0.137524994445679,3.49313485892024
"163","NM","$35,000 - $49,999",33.2,0.162425315335251,5.39252046913034,55.6,0.162469355917094,9.03329618899042,26.6,0.163807890222985,4.35728987993139,23.5,0.163224068253255,3.8357656039515,40.9,0.161787365177196,6.6171032357473,19.1,0.1621861808487,3.09775605421018
"164","NM","$50,000 - $74,999",35.7,0.175038725381722,6.24888249612746,63.9,0.17584131936706,11.2362603075552,31.3,0.172598627787307,5.40233704974271,27.5,0.176021553659632,4.84059272563987,38,0.174334140435835,6.62469733656174,15.6,0.175960897578316,2.74499000222173
"165","NM","$75,000 or greater",40.8,0.277937596813454,11.3398539499889,63.5,0.277468241586806,17.6192333407622,22.8,0.275514579759863,6.28173241852487,29.9,0.278625954198473,8.33091603053435,38.9,0.277569887739379,10.7974686330619,16.1,0.279049100199956,4.49269051321928
"166","NV","$15,000 - $24,999",26.3,0.186274509803922,4.89901960784314,43,0.184815184815185,7.94705294705295,25.7,0.183891314895682,4.72600679281902,18.6,0.184475806451613,3.43125,33.7,0.183693516699411,6.19047151277014,24.8,0.182817182817183,4.53386613386613
"167","NV","$25,000 - $34,999",35.4,0.122549019607843,4.33823529411765,58.2,0.121378621378621,7.06423576423576,31.9,0.122755943716642,3.91591460456089,30.6,0.120463709677419,3.68618951612903,40.3,0.119842829076621,4.82966601178782,21.8,0.12037962037962,2.62427572427572
"168","NV","$35,000 - $49,999",31,0.145098039215686,4.49803921568627,46.4,0.145854145854146,6.76763236763237,28.7,0.145075206210577,4.16365841824357,19.6,0.145161290322581,2.84516129032258,37.4,0.148821218074656,5.56591355599214,16.2,0.145854145854146,2.36283716283716
"169","NV","$50,000 - $74,999",40.9,0.19656862745098,8.0396568627451,56.7,0.198301698301698,11.2437062937063,30,0.196991751576904,5.90975254730713,27.4,0.198588709677419,5.44133064516129,40.5,0.194990176817289,7.8971021611002,16.1,0.196303696303696,3.16048951048951
"170","NV","$75,000 or greater",43.9,0.349509803921569,15.3434803921569,60.3,0.34965034965035,21.0839160839161,25,0.351285783600194,8.78214459000485,31.1,0.351310483870968,10.9257560483871,34.8,0.352652259332024,12.2722986247544,11.7,0.354645354645355,4.14935064935065
"171","NY","$15,000 - $24,999",25.6,0.177708308284237,4.54933269207647,41.8,0.176000982559568,7.35684107098993,28.7,0.184009137635637,5.28106225014278,15.7,0.175534559920438,2.75589259075087,43.7,0.181174805378627,7.917338995046,28.4,0.178062507484134,5.05697521254939
"172","NY","$25,000 - $34,999",25.4,0.107490681736203,2.73026331609956,42.6,0.106484893146647,4.53625644804716,26.4,0.109308966304969,2.88575671045117,14.9,0.106539035305818,1.58743162605669,37,0.106982778957301,3.95836282142015,24.8,0.10693330140103,2.65194587474554
"173","NY","$35,000 - $49,999",30,0.131537814115667,3.94613442347,45.6,0.130557602554655,5.95342667649226,25,0.132381496287836,3.30953740719589,20.4,0.130159124813526,2.65524614619592,39.4,0.130455296060392,5.13993866477943,22.3,0.130643036762064,2.91333971979404
"174","NY","$50,000 - $74,999",32.3,0.170133461584706,5.495310809186,50.5,0.171088184721199,8.63995332842054,25.4,0.168018275271274,4.26766419189035,22.4,0.170810542018896,3.82615614122327,37.6,0.168907761264449,6.35093182354329,19.6,0.169919770087415,3.33042749371333
"175","NY","$75,000 or greater",37.2,0.413129734279187,15.3684261151858,54.3,0.415868337017932,22.5816507000737,21.5,0.406282124500286,8.73506567675614,26.1,0.416956737941323,10.8825708602685,33.2,0.412479358339231,13.6943146968625,15.3,0.414441384265357,6.34095317925997
"176","OH","$15,000 - $24,999",23.5,0.214231451000253,5.03443909850595,43.4,0.212506420133539,9.22277863379558,32.8,0.218545499444376,7.16829238177553,14,0.211952294529427,2.96733212341198,48.9,0.212803643724696,10.4060981781377,34.2,0.209843227961964,7.17663839629915
"177","OH","$25,000 - $34,999",29.4,0.137756394023803,4.05003798429982,48.1,0.136877247046739,6.58379558294812,31.9,0.138782565748858,4.42716384738857,19.4,0.136505055742805,2.64819808141042,45.8,0.135627530364372,6.21174089068826,25.7,0.136854279105628,3.51715497301465
"178","OH","$35,000 - $49,999",27.4,0.169156748543935,4.63489491010382,49.1,0.1685927067283,8.27790190035953,32.5,0.168662797876281,5.48154093097913,17.5,0.168654394607208,2.95145190562613,46.6,0.168395748987854,7.84724190283401,25,0.168208686712927,4.20521716782318
"179","OH","$50,000 - $74,999",31.1,0.175487465181058,5.45766016713092,54.1,0.176938880328711,9.57239342578326,32.3,0.173478207186072,5.60334609211014,20.7,0.177339901477833,3.67093596059113,40.7,0.176998987854251,7.20385880566802,22.8,0.178103315343099,4.06075558982267
"180","OH","$75,000 or greater",36.3,0.30336794125095,11.0122562674095,56.9,0.305084745762712,17.3593220338983,25.1,0.300530929744413,7.54332633658476,24.3,0.305548353642728,7.42482499351828,36.5,0.306174089068826,11.1753542510121,15.3,0.306990490876381,4.69695451040864
"181","OK","$15,000 - $24,999",18.2,0.219991546914624,4.00384615384615,44.7,0.219012718258245,9.78986850614357,38.1,0.22115785089546,8.42611411911703,11.9,0.218607677293429,2.6014313597918,53.6,0.219625184249316,11.7719098757633,29.9,0.21546723952739,6.44247046186896
"182","OK","$25,000 - $34,999",28.1,0.139687235841082,3.9252113271344,40.9,0.140547531795646,5.74839405044191,31.9,0.143065389421075,4.56378592253228,14,0.140316634135762,1.96443287790067,52.2,0.139397767951148,7.27656348704991,31,0.139419978517723,4.32201933404941
"183","OK","$35,000 - $49,999",23.3,0.183220625528318,4.26904057480981,49.1,0.184738090105626,9.07064022418625,38.7,0.181174510620575,7.01145356101624,15.3,0.183908045977011,2.81379310344828,49.7,0.183407033059591,9.1153295430617,26.1,0.184747583243824,4.8219119226638
"184","OK","$50,000 - $74,999",29.8,0.173922231614539,5.18288250211327,52.1,0.172450959258461,8.98469497736581,33.6,0.172219908371512,5.7865889212828,20,0.173064411190631,3.46128822381262,47.8,0.173299642029901,8.28372288902927,20.7,0.172717508055854,3.57525241675618
"185","OK","$75,000 or greater",34.6,0.283178360101437,9.79797125950972,55.6,0.283250700582022,15.7487389523604,30.8,0.282382340691379,8.69737609329446,24.6,0.284103231403166,6.98893949251789,45.2,0.284270372710044,12.849020846494,15.4,0.287647690655209,4.42977443609023
"186","OR","$15,000 - $24,999",25.6,0.176764869371873,4.52518065591996,55.8,0.176136363636364,9.82840909090909,33.9,0.179315873864244,6.07880812399786,17.1,0.174964028776978,2.99188489208633,42.6,0.176048565121413,7.49966887417219,21,0.17250070008401,3.62251470176421
"187","OR","$25,000 - $34,999",25.4,0.120344635908838,3.05675375208449,55.8,0.118465909090909,6.61039772727273,34.6,0.121592731159808,4.20710849812934,18.9,0.117410071942446,2.21905035971223,38.4,0.120309050772627,4.61986754966887,15.7,0.120134416129936,1.88611033323999
"188","OR","$35,000 - $49,999",28.3,0.170928293496387,4.83727070594775,59.4,0.169602272727273,10.074375,32.4,0.167022982362373,5.41154462854089,21,0.170935251798561,3.58964028776978,34.9,0.166390728476821,5.80703642384106,16.6,0.169420330439653,2.81237748529824
"189","OR","$50,000 - $74,999",33.9,0.177320733740967,6.01117287381879,62.3,0.177556818181818,11.0617897727273,30.5,0.175574559059327,5.35502405130946,23.4,0.177841726618705,4.1614964028777,35.7,0.178807947019868,6.38344370860927,12.5,0.177821338560627,2.22276673200784
"190","OR","$75,000 or greater",38.4,0.354641467481934,13.6182323513063,70,0.358238636363636,25.0767045454545,25.7,0.356493853554249,9.1618920363442,30.3,0.358848920863309,10.8731223021583,30.9,0.358443708609272,11.0759105960265,10,0.360123214785774,3.60123214785774
"191","PA","$15,000 - $24,999",23.6,0.162935323383085,3.8452736318408,46,0.162509448223734,7.47543461829176,36.2,0.170501332041657,6.17214821990797,17.1,0.16239533113423,2.77696016239533,41.8,0.161530815109344,6.75198807157058,34.2,0.160709822544364,5.49627593101725
"192","PA","$25,000 - $34,999",24.8,0.126865671641791,3.14626865671642,48.2,0.125472411186697,6.04777021919879,33.2,0.125211915718092,4.15703560184064,15.6,0.126110124333925,1.96731793960924,35.2,0.12375745526839,4.35626242544732,27.2,0.125718570357411,3.41954511372157
"193","PA","$35,000 - $49,999",31.2,0.16318407960199,5.09134328358209,51.8,0.164525069286974,8.52239858906526,33.6,0.163962218454832,5.50913054008234,21.1,0.163410301953819,3.44795737122558,37,0.16351888667992,6.05019880715706,22,0.162709322669333,3.57960509872532
"194","PA","$50,000 - $74,999",31.6,0.192537313432836,6.08417910447761,44.4,0.192491811539431,8.54663643235072,33.2,0.188181157665294,6.24761443448777,20.3,0.192336970312104,3.9044404973357,42.9,0.193091451292247,8.28362326043738,21.9,0.192701824543864,4.22016995751062
"195","PA","$75,000 or greater",35.5,0.354477611940299,12.5839552238806,55.8,0.355001259763165,19.8090702947846,24.5,0.352143376120126,8.62751271494309,22.8,0.355747272265922,8.11103780766303,34,0.358101391650099,12.1754473161034,17.7,0.358160459885029,6.33944013996501
"196","RI","$15,000 - $24,999",21.1,0.159691912708601,3.36949935815148,39.2,0.158114092211513,6.19807241469133,29.1,0.162807701681696,4.73770411893736,14.6,0.157867086945101,2.30485946939848,41.3,0.160172064777328,6.61510627530364,30.4,0.157486423584174,4.78758727695888
"197","RI","$25,000 - $34,999",23,0.110654685494223,2.54505776636714,39.7,0.110966397499349,4.40536598072415,33.8,0.114794053131855,3.88003899585669,14.3,0.110848437089572,1.58513265038088,42.1,0.112095141700405,4.71920546558704,29,0.109387121799845,3.1722265321955
"198","RI","$35,000 - $49,999",28.8,0.145314505776637,4.18505776636714,49.5,0.147173743162282,7.28510028653295,26.7,0.145259566171094,3.87843041676822,17.4,0.146309429997373,2.54578408195429,39.3,0.145242914979757,5.70804655870445,24.1,0.145073700543057,3.49627618308766
"199","RI","$50,000 - $74,999",27.1,0.176893453145058,4.79381258023107,53.4,0.176348007293566,9.41698358947643,28.3,0.173775286375823,4.91784060443578,17.4,0.176516942474389,3.07139479905437,35.8,0.175607287449393,6.28674089068826,23.8,0.178174295319369,4.24054822860098
