"","LocationAbbr","Income","perc_strength","propstrength","adjstrength","perc_cardio","propcardio","adjcardio","perc_obese","prop_obese","adjobese","perc_excer","prop_excer","adjexcer","perc_fruit","prop_fruit","adjfruit","perc_veg","prop_veg","adjveg"
"200","RI","$75,000 or greater",35.5,0.407445442875481,14.4643132220796,58.4,0.40739775983329,23.7920291742641,23,0.403363392639532,9.27735803070924,26.2,0.408458103493564,10.7016023115314,31.4,0.406882591093117,12.7761133603239,12.5,0.409878458753556,5.12348073441945
"201","SC","$15,000 - $24,999",23.3,0.212140823194408,4.94288118042972,43,0.212335958005249,9.13044619422572,34.1,0.219186705275085,7.4742666498804,14.8,0.211278792692613,3.12692613185068,49.9,0.210164657072475,10.4872163879165,32.1,0.211583924349882,6.79184397163121
"202","SC","$25,000 - $34,999",30,0.132798343256536,3.98395029769609,47.7,0.132939632545932,6.34122047244094,32.5,0.132821352133954,4.31669394435352,21.3,0.132512576118613,2.82251787132645,48.8,0.132633216647219,6.47250097238429,29.8,0.130286314683478,3.88253217756764
"203","SC","$35,000 - $49,999",27.5,0.177970489257054,4.89418845456899,50.1,0.177165354330709,8.8759842519685,33,0.176885307818205,5.83721515800076,16.2,0.177257082340482,2.87156473391581,51.4,0.177492545053805,9.12311681576559,24.3,0.178224323614395,4.33085106382979
"204","SC","$50,000 - $74,999",31.9,0.174475796013461,5.56577789282941,52.1,0.173884514435696,9.05938320209974,32.1,0.171849427168576,5.51636661211129,21,0.173815197246492,3.65011914217633,46.9,0.175288474004927,8.22102943083106,19,0.175728920409771,3.33884948778566
"205","SC","$75,000 or greater",37.8,0.30261454827854,11.4388299249288,61.7,0.303674540682415,18.736719160105,28.2,0.29925720760418,8.43905325443787,27.7,0.3051363516018,8.45227693936987,41.1,0.304421107221574,12.5117075068067,14.4,0.304176516942474,4.38014184397163
"206","SD","$15,000 - $24,999",21.5,0.15814043960319,3.40001945146859,53,0.157770336813079,8.36182785109317,32.3,0.157925636007828,5.10099804305284,15.3,0.157519318406974,2.41004557162671,46.3,0.157966233262177,7.31383660003881,35.2,0.155260070394994,5.46515447790379
"207","SD","$25,000 - $34,999",26.8,0.12935226609609,3.46664073137522,51,0.126452629505614,6.44908410478629,34.8,0.129158512720157,4.49471624266145,18.8,0.12660986724787,2.38026550425996,50.6,0.128080729672036,6.48088492140501,29.3,0.128470864294095,3.76419632381697
"208","SD","$35,000 - $49,999",33,0.183816378136549,6.06594047850613,55.1,0.183572976167028,10.1148709868032,33.4,0.182583170254403,6.09827788649706,21.3,0.183871606895185,3.91646522686745,41.2,0.182806132350087,7.5316126528236,20.1,0.183809151349237,3.69456394211967
"209","SD","$50,000 - $74,999",28,0.208908772612332,5.8494456331453,51.7,0.210951349221981,10.9061847547764,32.6,0.208610567514677,6.80070450097847,18.6,0.210422032890826,3.91384981176937,44.2,0.210362895400737,9.29803997671259,24.8,0.210402815799765,5.21798983183418
"210","SD","$75,000 or greater",32.1,0.319782143551838,10.265006808014,59.9,0.321252708292299,19.2430372267087,28.4,0.321722113502935,9.13690802348337,23.5,0.321577174559144,7.55706360213988,38.8,0.320784009314962,12.4464195614205,21.5,0.322057098161908,6.92422761048103
"211","TN","$15,000 - $24,999",24,0.238733905579399,5.72961373390558,38.8,0.237534246575342,9.21632876712329,35.2,0.240807871569135,8.47643707923356,13.3,0.237593568062101,3.15999445522595,44.7,0.236021505376344,10.5501612903226,30.7,0.235727943184922,7.23684785577711
"212","TN","$25,000 - $34,999",23.7,0.13975321888412,3.31215128755365,43.5,0.140821917808219,6.12575342465753,35.4,0.144225789746245,5.10559295701709,13.3,0.140282783476573,1.86576102023843,51.1,0.141397849462366,7.22543010752688,22.3,0.138213602840754,3.08216334334881
"213","TN","$35,000 - $49,999",29.1,0.170600858369099,4.96448497854077,48.9,0.170684931506849,8.34649315068493,33.4,0.170378042465044,5.69062661833247,19.5,0.170501802051566,3.32478514000554,39.1,0.169623655913978,6.63228494623656,17.7,0.169625785304562,3.00237639989074
"214","TN","$50,000 - $74,999",28.1,0.171137339055794,4.80895922746781,46.6,0.16958904109589,7.90284931506849,37.2,0.174003107198343,6.47291558777835,20,0.169392847241475,3.3878569448295,44.9,0.173387096774194,7.78508064516129,15.9,0.173176727670036,2.75350996995356
"215","TN","$75,000 or greater",36.7,0.279774678111588,10.2677306866953,54.5,0.281369863013699,15.3346575342466,32.4,0.270585189021233,8.76696012428793,24.9,0.282228999168284,7.02750207929027,43.2,0.279569892473118,12.0774193548387,14.2,0.283255940999727,4.02223436219612
"216","TX","$15,000 - $24,999",21,0.206811609724751,4.34304380421977,37.8,0.206817935077625,7.81771794593421,36,0.209425147267926,7.53930530164534,12.4,0.206650570676032,2.56246707638279,42.4,0.207060564422366,8.7793679315083,23.4,0.20226904376013,4.73309562398703
"217","TX","$25,000 - $34,999",29.2,0.125307914747778,3.65899111063511,44,0.125827814569536,5.5364238410596,35.7,0.12725980093439,4.54317489335771,19.2,0.125,2.4,44.6,0.124933939329881,5.57205369411267,19.2,0.124257158292815,2.38573743922204
"218","TX","$35,000 - $49,999",32.1,0.154760629752597,4.96781621505837,50.1,0.156226251221366,7.82693518619043,32.3,0.154478976234004,4.98967093235832,23.9,0.156057945566286,3.72978489903424,40.4,0.155374696120917,6.27713772328506,15.4,0.156888168557536,2.41607779578606
"219","TX","$50,000 - $74,999",30.4,0.167934025918389,5.10519438791903,47,0.166214308978395,7.81207252198458,29.9,0.166057282145034,4.9651127361365,20.4,0.167142230026339,3.40970149253731,42.7,0.166789979917556,7.12193214247965,20,0.167693138843868,3.35386277687736
"220","TX","$75,000 or greater",37.5,0.345185819856485,12.9444682446182,52.7,0.344913690153078,18.1769514710672,28.3,0.342778793418647,9.70063985374771,25.3,0.345149253731343,8.73227611940299,39.3,0.34584082020928,13.5915442342247,15.7,0.348892490545651,5.47761210156672
"221","UT","$15,000 - $24,999",26.8,0.131170999284522,3.51538278082519,46.3,0.130808325266215,6.05642545982575,26,0.131031220435194,3.40681173131504,17.9,0.129564049334473,2.31919648308707,43.4,0.132431470274119,5.74752580989676,24.1,0.131263485974586,3.16345001198753
"222","UT","$25,000 - $34,999",31.6,0.0948008585738135,2.99570713093251,52,0.0939012584704743,4.88286544046467,28.5,0.0948438978240303,2.70305108798486,21.3,0.0940285749175724,2.00280864574429,41.2,0.0944582888335113,3.89168149994067,24.5,0.0938623831215536,2.29962838647806
"223","UT","$35,000 - $49,999",31.4,0.158239923682328,4.96873360362509,53,0.158518877057115,8.40150048402711,27.4,0.157166508987701,4.30636234626301,21.2,0.158138966906826,3.35254609842472,37.7,0.157707369170523,5.94556781772873,21.2,0.157995684488132,3.34950851114841
"224","UT","$50,000 - $74,999",35.3,0.206057715239685,7.27383734796089,57.8,0.205227492739593,11.8621490803485,24.9,0.204351939451277,5.0883632923368,26.5,0.205763829527415,5.45274148247649,36.3,0.204936513587279,7.43919544321823,19.2,0.205106689043395,3.93804842963318
"225","UT","$75,000 or greater",40,0.409730503219652,16.3892201287861,62.5,0.411544046466602,25.7215029041626,21.9,0.412606433301798,9.03608088930937,30,0.412504579313714,12.3751373794114,32.5,0.410466358134567,13.3401566393734,13.4,0.411771757372333,5.51774154878926
"226","VA","$15,000 - $24,999",25.5,0.152678994784258,3.89331436699858,40.3,0.15176983998707,6.11632455147891,34,0.158108319026065,5.37568284688622,15.2,0.150586701434159,2.28891786179922,47.8,0.151721948897,7.25230915727662,31.2,0.148231511254019,4.6248231511254
"227","VA","$25,000 - $34,999",28.6,0.110636952742216,3.16421684842737,44.4,0.109907871343139,4.87990948763536,29.2,0.10941158108319,3.19481816762916,17.8,0.110006518904824,1.95811603650587,40.8,0.109030312648786,4.44843675607046,25.1,0.109967845659164,2.76019292604502
"228","VA","$35,000 - $49,999",31.9,0.142721669037459,4.55282124229493,50,0.14239534507839,7.11976725391951,32.4,0.142968628063056,4.63218354924302,22.3,0.142601043024772,3.18000325945241,42.3,0.142199650849072,6.01504523091573,20.9,0.142926045016077,2.98715434083601
"229","VA","$50,000 - $74,999",34.6,0.174806385332701,6.04830093251146,50,0.174559560368515,8.72797801842573,30.8,0.173091930700796,5.33123146558452,23.9,0.175358539765319,4.19106910039113,35.8,0.175527694016823,6.28389144580225,18.9,0.17508038585209,3.3090192926045
"230","VA","$75,000 or greater",37.1,0.419155998103367,15.5506875296349,59.2,0.421367383222887,24.9449490867949,25.2,0.416419541126892,10.4937724363977,27.2,0.421447196870926,11.4633637548892,36.2,0.421520393588319,15.2590382478972,15.1,0.423794212218649,6.39929260450161
"231","VT","$15,000 - $24,999",20.6,0.149647887323944,3.08274647887324,45.9,0.150089206066012,6.88909455842997,30.9,0.153616385747813,4.74674631960742,13.6,0.149041713641488,2.02696730552424,38,0.15033673691071,5.71279600260699,25.8,0.150065818341378,3.87169811320755
"232","VT","$25,000 - $34,999",24.5,0.11993838028169,2.93849031690141,52.9,0.120651204281891,6.38244870651204,30.6,0.119266055045872,3.64954128440367,15.7,0.119729425028185,1.8797519729425,37.6,0.119704540517054,4.50089072344123,18.6,0.121105748135147,2.25256691531373
"233","VT","$35,000 - $49,999",30.5,0.172975352112676,5.27574823943662,58.2,0.171944692239072,10.007181088314,27.8,0.171324941327075,4.76283336889268,22.5,0.172491544532131,3.88105975197294,32,0.172496198131653,5.5198783402129,19.2,0.172444054409829,3.31092584466871
"234","VT","$50,000 - $74,999",31,0.20862676056338,6.46742957746479,63.9,0.20807314897413,13.2958742194469,27.8,0.206742052485598,5.74742905909964,25,0.207666290868095,5.19165727170237,32.8,0.209428633499891,6.86925917879644,14.6,0.208424747696358,3.04300131636683
"235","VT","$75,000 or greater",37.7,0.34881161971831,13.1501980633803,66.8,0.349241748438894,23.3293487957181,20.2,0.349050565393642,7.05082142095157,29.4,0.351071025930101,10.321488162345,28.8,0.348033890940691,10.0233760590919,9.3,0.347959631417288,3.23602457218078
"236","WA","$15,000 - $24,999",28.9,0.133402633402633,3.85533610533611,52.2,0.132486548469613,6.91579783011379,29.6,0.134040168950952,3.96758900094819,19.1,0.131976537504444,2.52075186633487,39.9,0.132297063903282,5.27865284974093,23.1,0.131289308176101,3.03278301886792
"237","WA","$25,000 - $34,999",26.8,0.104989604989605,2.81372141372141,51.1,0.104877833642057,5.35925729910911,31.4,0.104732350659426,3.28859581070597,15.9,0.104337006754355,1.65895840739424,36.6,0.104922279792746,3.84015544041451,18.8,0.105171208944794,1.97721872816212
"238","WA","$35,000 - $49,999",28,0.159390159390159,4.46292446292446,55.6,0.159742436270618,8.88167945664638,29.8,0.162054995259029,4.82923885871908,20.4,0.159438322076075,3.25254177035194,39.7,0.160189982728843,6.35954231433506,19,0.159853249475891,3.03721174004193
"239","WA","$50,000 - $74,999",33.5,0.192567567567568,6.45101351351351,60,0.193261003792891,11.5956602275734,27.4,0.192655805534006,5.27876907163176,24.1,0.193565588339851,4.6649306789904,35.9,0.191796200345423,6.88548359240069,14.2,0.192348008385744,2.73134171907757
"240","WA","$75,000 or greater",35.8,0.409650034650035,14.6654712404712,65.4,0.409632177824821,26.7899444297433,23,0.406516679596586,9.34988363072149,26.8,0.410682545325275,11.0062922147174,32.6,0.410794473229706,13.3918998272884,11.4,0.41133822501747,4.68925576519916
"241","WI","$15,000 - $24,999",27.5,0.166928427193179,4.59053174781243,47.5,0.166440831074977,7.90593947606143,38.4,0.172210526315789,6.61288421052632,17.2,0.164654976087452,2.83206558870417,41.3,0.168349429323968,6.95283143107989,31.1,0.166777555999113,5.18678199157241
"242","WI","$25,000 - $34,999",26.7,0.131254206865605,3.50448732331164,48.6,0.130984643179765,6.36585365853659,30.1,0.128842105263158,3.87814736842105,19.6,0.130721931222956,2.56214985196994,40.8,0.130377524143986,5.31940298507463,26.2,0.132623641605678,3.47473941006875
"243","WI","$35,000 - $49,999",26,0.173210679829482,4.50347767556652,60.5,0.173215898825655,10.4795618789521,33.6,0.173263157894737,5.82164210526316,19.2,0.173536779776816,3.33190617171487,38.2,0.173178226514486,6.61540825285338,22.4,0.172987358616101,3.87491683300066
"244","WI","$50,000 - $74,999",26,0.203724478348665,5.29683643706529,56.5,0.203026196928636,11.4709801264679,28.2,0.202526315789474,5.71124210526316,18.3,0.204053746299248,3.73418355727625,39.4,0.202151009657594,7.96474978050922,21,0.203149257041473,4.26613439787092
"245","WI","$75,000 or greater",32.3,0.324882207763069,10.4936953107471,62.2,0.326332429990967,20.2978771454381,28.5,0.323157894736842,9.21,23.4,0.327032566613528,7.65256205875655,34.1,0.325943810359965,11.1146839332748,19.6,0.324462186737636,6.35945886005766
"246","WV","$15,000 - $24,999",16.9,0.218831507563902,3.69825247782994,42.4,0.216165913320925,9.16543472480723,38.9,0.219105583487695,8.52320719767134,10.4,0.215223800589654,2.2383275261324,52.6,0.216880341880342,11.407905982906,32.4,0.214648489708634,6.95461106655974
"247","WV","$25,000 - $34,999",20,0.140062597809077,2.80125195618153,49.9,0.140122307896836,6.99210316405211,41,0.139190261974067,5.70680074093676,13.1,0.140176896274457,1.83631734119539,46.7,0.139423076923077,6.51105769230769,21.9,0.140336808340016,3.07337610264635
"248","WV","$35,000 - $49,999",24.7,0.187793427230047,4.63849765258216,47.9,0.188779579898963,9.04254187716033,33.2,0.190791214607039,6.33426832495369,15.8,0.189225408737604,2.98976145805414,51.5,0.189102564102564,9.73878205128205,23.2,0.187383052659717,4.34728682170543
"249","WV","$50,000 - $74,999",18.5,0.180229525299948,3.33424621804904,50,0.179739431002393,8.98697155011965,39.4,0.180206403810532,7.10013231013496,11.8,0.179844545698204,2.12216563923881,45.7,0.181356837606838,8.28800747863248,21,0.181234963913392,3.80593424218123
"250","WV","$75,000 or greater",32.4,0.273082942097027,8.84788732394366,55.2,0.275192767880883,15.1906407870247,33.9,0.270706536120667,9.17695157449061,22.9,0.27552934870008,6.30962208523184,42.7,0.273237179487179,11.6672275641026,18,0.276396685378241,4.97514033680834
"251","WY","$15,000 - $24,999",27.3,0.171651495448635,4.68608582574772,49.8,0.167813658020116,8.3571201694018,35.9,0.173723376956633,6.23666923274314,19.5,0.168539325842697,3.28651685393258,45.1,0.169791666666667,7.65760416666667,25.9,0.168164992067689,4.35547329455315
"252","WY","$25,000 - $34,999",34.3,0.120416124837451,4.13027308192458,53.9,0.120698782424563,6.50566437268396,31.3,0.123171670515781,3.85527328714396,26.1,0.119850187265918,3.12808988764045,48.5,0.12109375,5.873046875,26.6,0.120306716023268,3.20015864621893
"253","WY","$35,000 - $49,999",34.1,0.172431729518856,5.87992197659298,53.8,0.172578083642139,9.28470089994706,30.1,0.168847831665384,5.08231973312805,24,0.171482075976458,4.11556982343499,41.4,0.172135416666667,7.12640625,17.9,0.173188789000529,3.10007932310947
"254","WY","$50,000 - $74,999",30.5,0.194018205461639,5.91755526657997,55.9,0.194547379565908,10.8751985177343,28.6,0.192968950474724,5.51891198357711,23.2,0.195291599785982,4.53076511503478,42.6,0.193489583333333,8.24265625,19.7,0.194341618191433,3.82852987837123
"255","WY","$75,000 or greater",34.7,0.34148244473342,11.8494408322497,56.5,0.344362096347274,19.456458443621,25.2,0.341288170387478,8.60046189376443,24.7,0.344836811128946,8.51746923488496,39.4,0.343489583333333,13.5334895833333,17.3,0.343997884717081,5.9511634056055
